"Model_Name","term","estimate","std.error","statistic","p.value","R.Squared","Adj.R.Squared"
"Housing_Progressive_1","(Intercept)",0.0591409667708305,0.00177713366822601,33.2788511231499,1.09882715915333e-230,0.00385619830702743,0.0037590135458867
"Housing_Progressive_1","scaled_Rent",-0.00383920251705854,0.000609481359548964,-6.29913032926828,3.11602218882372e-10,0.00385619830702743,0.0037590135458867
"Housing_Progressive_2","(Intercept)",0.0551910036472074,0.00191609925221589,28.8038334044446,1.6914240745306e-175,0.00690733307233734,0.00671333176994859
"Housing_Progressive_2","scaled_Rent",-0.00403619833211055,0.00061026580557304,-6.61383661881654,3.93174757809188e-11,0.00690733307233734,0.00671333176994859
"Housing_Progressive_2","scaled_Socialhousing",0.0406012368637672,0.00728449668384605,5.57365026382724,2.55774840786771e-08,0.00690733307233734,0.00671333176994859
"Housing_Progressive_3","(Intercept)",0.0639014468435754,0.00224531524622118,28.4598997629043,1.56068581733483e-171,0.0121777273885193,0.0118882415217777
"Housing_Progressive_3","scaled_Rent",-0.00407648894843122,0.000608698436618237,-6.69705835138838,2.2381648866219e-11,0.0121777273885193,0.0118882415217777
"Housing_Progressive_3","scaled_Socialhousing",0.0346755960871608,0.00730960468533778,4.74384013635047,2.12539601691093e-06,0.0121777273885193,0.0118882415217777
"Housing_Progressive_3","scaled_Houseprice",-0.00215066164599482,0.000291007103968183,-7.39040943216961,1.57814647562951e-13,0.0121777273885193,0.0118882415217777
"Housing_Progressive_4","(Intercept)",0.0461468261277332,0.00261594239441896,17.640612509735,1.31624151160583e-68,0.0349903663616183,0.0346032786626057
"Housing_Progressive_4","scaled_Rent",-0.00556581897559122,0.000672499885695999,-8.27631215108821,1.43317327108959e-16,0.0349903663616183,0.0346032786626057
"Housing_Progressive_4","scaled_Socialhousing",-0.0247036071861231,0.0081647596758572,-3.02563800612166,0.00248741560053083,0.0349903663616183,0.0346032786626057
"Housing_Progressive_4","scaled_Houseprice",-0.00153509619142048,0.00031710397859246,-4.84098685306429,1.31135647526542e-06,0.0349903663616183,0.0346032786626057
"Housing_Progressive_4","scaled_Overoccupation",0.0708453742321596,0.00428418544090638,16.5364863891539,1.28023643466588e-60,0.0349903663616183,0.0346032786626057
"Housing_Progressive_5","(Intercept)",-0.0490486651658201,0.00509720390188961,-9.62266099412602,7.9795671197307e-22,0.0780842851181974,0.0776219865950394
"Housing_Progressive_5","scaled_Rent",-0.000844643788749723,0.000692767104871737,-1.21923195083881,0.222785009487427,0.0780842851181974,0.0776219865950394
"Housing_Progressive_5","scaled_Socialhousing",-0.00369283520882605,0.00803989391990183,-0.45931392200149,0.64601876468899,0.0780842851181974,0.0776219865950394
"Housing_Progressive_5","scaled_Houseprice",0.0007782562367356,0.000327957631074409,2.3730389629477,0.0176612522022786,0.0780842851181974,0.0776219865950394
"Housing_Progressive_5","scaled_Overoccupation",0.132719636951474,0.00507448553871758,26.154303907035,6.80160405960286e-146,0.0780842851181974,0.0776219865950394
"Housing_Progressive_5","scaled_Owned",0.0923892499183253,0.00427946715780718,21.5889610812356,4.59433441232389e-101,0.0780842851181974,0.0776219865950394
"Housing_Lagged","(Intercept)",-0.00971265159539842,0.00176998805942588,-5.48741080126204,4.17849647702485e-08,0.889595337301484,0.889528895177493
"Housing_Lagged","scaled_Rent",-6.62224386347924e-06,0.000239769167571038,-0.0276192470056319,0.977966383415683,0.889595337301484,0.889528895177493
"Housing_Lagged","scaled_Socialhousing",-0.0019220893663037,0.00278241173505687,-0.690799762697386,0.489707466942696,0.889595337301484,0.889528895177493
"Housing_Lagged","scaled_Houseprice",2.53303456780439e-05,0.000113531919430942,0.223112106313428,0.823452827138396,0.889595337301484,0.889528895177493
"Housing_Lagged","scaled_Overoccupation",0.0172872930581322,0.00180717780250323,9.56590604100298,1.37657952642233e-21,0.889595337301484,0.889528895177493
"Housing_Lagged","scaled_Owned",0.0115816662148486,0.00151079833911943,7.6659246406102,1.94107556969211e-14,0.889595337301484,0.889528895177493
"Housing_Lagged","Lagged_Dissimilarity",0.947552384706004,0.0035002747725364,270.708000452028,0,0.889595337301484,0.889528895177493
"FullModel","(Intercept)",-0.0105755543158914,0.00194503675364833,-5.43720024624456,5.54024035887466e-08,0.889763864302354,0.889664323294902
"FullModel","scaled_Rent",0.000175063001619998,0.000253350413286362,0.690991577038099,0.489586926575705,0.889763864302354,0.889664323294902
"FullModel","scaled_Socialhousing",-0.000364556270551654,0.00281591006272041,-0.129463037679357,0.896993882802078,0.889763864302354,0.889664323294902
"FullModel","scaled_Houseprice",0.000126793689775924,0.00012109718344081,1.04704078305751,0.295106158942507,0.889763864302354,0.889664323294902
"FullModel","scaled_Overoccupation",0.0216625515897525,0.0021565108146123,10.045185696714,1.24946214616003e-23,0.889763864302354,0.889664323294902
"FullModel","scaled_Owned",0.0107453267356208,0.00169695253483564,6.33213158001589,2.52220292184446e-10,0.889763864302354,0.889664323294902
"FullModel","Lagged_Dissimilarity",0.945589517427213,0.00353547470572503,267.457582399334,0,0.889763864302354,0.889664323294902
"FullModel","scaled_Crime",-0.000531350473313968,0.0001590448368792,-3.34088477023337,0.000838187469203953,0.889763864302354,0.889664323294902
"FullModel","scaled_Greenery",0.0145658898193233,0.00522013649287009,2.7903273868831,0.00527548289002612,0.889763864302354,0.889664323294902
"FullModel","scaled_PTAL",3.12863596279652e-05,2.85055107694296e-05,1.09755478093442,0.272425462059707,0.889763864302354,0.889664323294902
